periodo;ars;indicador;valor;unidade;id
2023-05-11;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.77918;%;2023-05-11/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);85.0554;minuto;2023-05-11/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-11;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.7853;epis. urg./100.000 resid.;2023-05-11/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.98278;%;2023-05-11/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;ARS Norte;Número estimado de episódios de urgência;6621.0;episódio urgência;2023-05-11/ARS Norte/Número estimado de episódios de urgência
2023-05-11;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;38.798;epis. urg./100.000 resid.;2023-05-11/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Centro;Número estimado de episódios de urgência;3286.0;episódio urgência;2023-05-11/ARS Centro/Número estimado de episódios de urgência
2023-05-11;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);100.86;minuto;2023-05-11/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-11;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.7364;epis. urg./100.000 resid.;2023-05-11/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Alentejo;Número estimado de episódios de urgência;1130.0;episódio urgência;2023-05-11/ARS Alentejo/Número estimado de episódios de urgência
2023-05-11;ARS Algarve;Número estimado de episódios de urgência;978.0;episódio urgência;2023-05-11/ARS Algarve/Número estimado de episódios de urgência
2023-05-11;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.2201;epis. urg./100.000 resid.;2023-05-11/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6320.0;episódio urgência;2023-05-11/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-11;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;8.69565;%;2023-05-11/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.27735;%;2023-05-11/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;Portugal Continental;Número estimado de episódios de urgência;18335.0;episódio urgência;2023-05-11/Portugal Continental/Número estimado de episódios de urgência
2023-05-11;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);49.576;minuto;2023-05-11/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-11;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;39.858;epis. urg./100.000 resid.;2023-05-11/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Centro;Taxa diária de atendimentos urgentes com internamento;9.50521;%;2023-05-11/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.0918;epis. urg./100.000 resid.;2023-05-11/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-11;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.72304;%;2023-05-11/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-11;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);30.9469;minuto;2023-05-11/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-11;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);68.5177;minuto;2023-05-11/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);49.3381;minuto;2023-05-10/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);37.4472;minuto;2023-05-10/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;Portugal Continental;Número estimado de episódios de urgência;18360.0;episódio urgência;2023-05-10/Portugal Continental/Número estimado de episódios de urgência
2023-05-10;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.68335;%;2023-05-10/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);75.0733;minuto;2023-05-10/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.44375;%;2023-05-10/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;36.7487;epis. urg./100.000 resid.;2023-05-10/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6467.0;episódio urgência;2023-05-10/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-10;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.5462;epis. urg./100.000 resid.;2023-05-10/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.15047;%;2023-05-10/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.7978;epis. urg./100.000 resid.;2023-05-10/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;ARS Centro;Número estimado de episódios de urgência;3373.0;episódio urgência;2023-05-10/ARS Centro/Número estimado de episódios de urgência
2023-05-10;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);85.0652;minuto;2023-05-10/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.9292;epis. urg./100.000 resid.;2023-05-10/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);67.9673;minuto;2023-05-10/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-10;ARS Centro;Taxa diária de atendimentos urgentes com internamento;10.4588;%;2023-05-10/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.7427;epis. urg./100.000 resid.;2023-05-10/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;ARS Alentejo;Número estimado de episódios de urgência;1062.0;episódio urgência;2023-05-10/ARS Alentejo/Número estimado de episódios de urgência
2023-05-10;ARS Algarve;Número estimado de episódios de urgência;960.0;episódio urgência;2023-05-10/ARS Algarve/Número estimado de episódios de urgência
2023-05-10;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.21551;%;2023-05-10/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Norte;Número estimado de episódios de urgência;6498.0;episódio urgência;2023-05-10/ARS Norte/Número estimado de episódios de urgência
2023-05-10;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.09877;%;2023-05-10/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-10;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.0833;epis. urg./100.000 resid.;2023-05-10/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-10;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);65.3991;minuto;2023-05-10/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Norte;Número estimado de episódios de urgência;7073.0;episódio urgência;2023-05-09/ARS Norte/Número estimado de episódios de urgência
2023-05-09;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);71.0436;minuto;2023-05-09/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);64.8773;minuto;2023-05-09/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.07396;%;2023-05-09/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);69.3642;minuto;2023-05-09/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;Portugal Continental;Número estimado de episódios de urgência;19574.0;episódio urgência;2023-05-09/Portugal Continental/Número estimado de episódios de urgência
2023-05-09;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);52.4947;minuto;2023-05-09/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;35.5358;epis. urg./100.000 resid.;2023-05-09/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Centro;Número estimado de episódios de urgência;3654.0;episódio urgência;2023-05-09/ARS Centro/Número estimado de episódios de urgência
2023-05-09;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);100.278;minuto;2023-05-09/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.85463;%;2023-05-09/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.2415;epis. urg./100.000 resid.;2023-05-09/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Centro;Taxa diária de atendimentos urgentes com internamento;9.43464;%;2023-05-09/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6705.0;episódio urgência;2023-05-09/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-09;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;47.4812;epis. urg./100.000 resid.;2023-05-09/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Algarve;Número estimado de episódios de urgência;933.0;episódio urgência;2023-05-09/ARS Algarve/Número estimado de episódios de urgência
2023-05-09;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.4939;epis. urg./100.000 resid.;2023-05-09/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.02596;%;2023-05-09/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.111;epis. urg./100.000 resid.;2023-05-09/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);41.4887;minuto;2023-05-09/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-09;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.0268;%;2023-05-09/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.21152;%;2023-05-09/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-09;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.6927;epis. urg./100.000 resid.;2023-05-09/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-09;ARS Alentejo;Número estimado de episódios de urgência;1209.0;episódio urgência;2023-05-09/ARS Alentejo/Número estimado de episódios de urgência
2023-05-08;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.2313;epis. urg./100.000 resid.;2023-05-08/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-08;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.01883;%;2023-05-08/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;ARS Norte;Número estimado de episódios de urgência;7495.0;episódio urgência;2023-05-08/ARS Norte/Número estimado de episódios de urgência
2023-05-08;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.11063;%;2023-05-08/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);101.858;minuto;2023-05-08/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;5.6701;%;2023-05-08/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;Portugal Continental;Número estimado de episódios de urgência;20139.0;episódio urgência;2023-05-08/Portugal Continental/Número estimado de episódios de urgência
2023-05-08;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);65.6889;minuto;2023-05-08/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);70.5128;minuto;2023-05-08/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.554;%;2023-05-08/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6892.0;episódio urgência;2023-05-08/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-08;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.89527;%;2023-05-08/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.6278;epis. urg./100.000 resid.;2023-05-08/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-08;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;36.7786;epis. urg./100.000 resid.;2023-05-08/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-08;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.3938;epis. urg./100.000 resid.;2023-05-08/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-08;ARS Alentejo;Número estimado de episódios de urgência;1198.0;episódio urgência;2023-05-08/ARS Alentejo/Número estimado de episódios de urgência
2023-05-08;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.9698;minuto;2023-05-08/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);63.4088;minuto;2023-05-08/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);37.6747;minuto;2023-05-08/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-08;ARS Centro;Número estimado de episódios de urgência;3584.0;episódio urgência;2023-05-08/ARS Centro/Número estimado de episódios de urgência
2023-05-08;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;48.3885;epis. urg./100.000 resid.;2023-05-08/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-08;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.97135;%;2023-05-08/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-08;ARS Algarve;Número estimado de episódios de urgência;970.0;episódio urgência;2023-05-08/ARS Algarve/Número estimado de episódios de urgência
2023-05-08;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.8866;epis. urg./100.000 resid.;2023-05-08/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.09852;%;2023-05-07/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);46.7444;minuto;2023-05-07/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-07;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.12858;%;2023-05-07/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;ARS Centro;Número estimado de episódios de urgência;2747.0;episódio urgência;2023-05-07/ARS Centro/Número estimado de episódios de urgência
2023-05-07;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.9156;epis. urg./100.000 resid.;2023-05-07/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);19.6822;minuto;2023-05-07/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-07;ARS Alentejo;Número estimado de episódios de urgência;1019.0;episódio urgência;2023-05-07/ARS Alentejo/Número estimado de episódios de urgência
2023-05-07;ARS Algarve;Número estimado de episódios de urgência;802.0;episódio urgência;2023-05-07/ARS Algarve/Número estimado de episódios de urgência
2023-05-07;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.0794;epis. urg./100.000 resid.;2023-05-07/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;Portugal Continental;Número estimado de episódios de urgência;15005.0;episódio urgência;2023-05-07/Portugal Continental/Número estimado de episódios de urgência
2023-05-07;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;38.9086;epis. urg./100.000 resid.;2023-05-07/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.1964;epis. urg./100.000 resid.;2023-05-07/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;6.1296;%;2023-05-07/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);32.1742;minuto;2023-05-07/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-07;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.05774;%;2023-05-07/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.2802;epis. urg./100.000 resid.;2023-05-07/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);71.454;minuto;2023-05-07/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-07;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5068.0;episódio urgência;2023-05-07/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-07;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.4811;epis. urg./100.000 resid.;2023-05-07/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-07;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;4.53461;%;2023-05-07/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;ARS Norte;Número estimado de episódios de urgência;5369.0;episódio urgência;2023-05-07/ARS Norte/Número estimado de episódios de urgência
2023-05-07;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);51.3249;minuto;2023-05-07/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-07;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.89621;%;2023-05-07/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-07;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);53.6044;minuto;2023-05-07/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);56.3175;minuto;2023-05-06/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.6204;epis. urg./100.000 resid.;2023-05-06/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;ARS Norte;Número estimado de episódios de urgência;6061.0;episódio urgência;2023-05-06/ARS Norte/Número estimado de episódios de urgência
2023-05-06;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5229.0;episódio urgência;2023-05-06/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2023-05-06;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);72.2645;minuto;2023-05-06/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;36.5716;epis. urg./100.000 resid.;2023-05-06/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;ARS Centro;Taxa diária de atendimentos urgentes com internamento;10.8098;%;2023-05-06/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2023-05-06;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);104.247;minuto;2023-05-06/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.2094;epis. urg./100.000 resid.;2023-05-06/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.5141;epis. urg./100.000 resid.;2023-05-06/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);43.9595;minuto;2023-05-06/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Algarve;Número estimado de episódios de urgência;905.0;episódio urgência;2023-05-06/ARS Algarve/Número estimado de episódios de urgência
2023-05-06;Portugal Continental;Número estimado de episódios de urgência;16097.0;episódio urgência;2023-05-06/Portugal Continental/Número estimado de episódios de urgência
2023-05-06;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.39189;%;2023-05-06/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-06;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);37.4935;minuto;2023-05-06/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.63636;%;2023-05-06/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2023-05-06;ARS Alentejo;Número estimado de episódios de urgência;938.0;episódio urgência;2023-05-06/ARS Alentejo/Número estimado de episódios de urgência
2023-05-06;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.79293;%;2023-05-06/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2023-05-06;ARS Centro;Número estimado de episódios de urgência;2964.0;episódio urgência;2023-05-06/ARS Centro/Número estimado de episódios de urgência
2023-05-06;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;42.5414;epis. urg./100.000 resid.;2023-05-06/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.5126;epis. urg./100.000 resid.;2023-05-06/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2023-05-06;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);69.3747;minuto;2023-05-06/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2023-05-06;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;6.51934;%;2023-05-06/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2023-05-06;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.54053;%;2023-05-06/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2023-05-05;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.66378;%;2023-05-05/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
